target	predictor_one	predictor_two	average_corr_one	average_corr_two	raw_permutation_p	fdr_corrected_p
T1	L_DLPFC	L_PTL	0.14114758159302832	0.14114758159302832	0.5	0.5
T1	L_DLPFC	L_IFGorb	0.14114758159302832	0.21472731984595703	6.875346177211937e-22	4.537728476959878e-20
T1	L_PTL	L_IFGorb	0.14114758159302832	0.21472731984595703	6.875346177211937e-22	4.537728476959878e-20
T2	L_DLPFC	L_PTL	0.27940915987797504	0.27940915987797504	0.5	0.5
T2	L_DLPFC	L_IFGorb	0.27940915987797504	0.2758135616073346	0.373624405557298	0.5
T2	L_PTL	L_IFGorb	0.27940915987797504	0.2758135616073346	0.373624405557298	0.5
T3	L_DLPFC	L_PTL	0.2538999095801326	0.2538999095801326	0.5	0.5
T3	L_DLPFC	L_IFGorb	0.2538999095801326	0.2613377159546198	0.21918297643764928	0.45597448819907704
T3	L_PTL	L_IFGorb	0.2538999095801326	0.2613377159546198	0.21918297643764928	0.45597448819907704
