variable_name	target_name	metric	confound_variable	confound_method	avg_corr	raw_two_sided_p	individual_corrs
rDLPFC_to_lPTL_T2	T1	euclidean	none	raw	-0.11158555701784885	0.0	-0.11158555701784885	
