variable_name	target_name	metric	confound_variable	confound_method	avg_corr	raw_two_sided_p	individual_corrs
rDLPFC_to_lIFG_T1	T1	euclidean	none	raw	-0.15934449093444908	0.0	-0.15934449093444908	
