variable_name	target_name	metric	confound_variable	confound_method	avg_corr	raw_two_sided_p	individual_corrs
rIFG_to_lIFG_T2	T3-T1	euclidean	none	raw	-0.1869337979094077	0.0	-0.1869337979094077	
