predictor_one	predictor_two	average_corr_one	average_corr_two	raw_permutation_p	fdr_corrected_p
L_DLPFC_T1	R_DLPFC_T1	0.1578765357852265	0.15266304301650147	0.2225491549698318	0.38946102119720566
L_DLPFC_T1	L_SMA_T1	0.1578765357852265	0.15266304301650147	0.2225491549698318	0.38946102119720566
L_DLPFC_T1	L_PTL_T1	0.1578765357852265	0.1578765357852265	0.5	0.5
L_DLPFC_T1	L_IFGorb_T1	0.1578765357852265	0.1578765357852265	0.5	0.5
L_DLPFC_T1	R_IFGorb_T1	0.1578765357852265	0.15266304301650147	0.2225491549698318	0.38946102119720566
R_DLPFC_T1	L_SMA_T1	0.15266304301650147	0.15266304301650147	0.5	0.5
R_DLPFC_T1	L_PTL_T1	0.15266304301650147	0.1578765357852265	0.2225491549698318	0.38946102119720566
R_DLPFC_T1	L_IFGorb_T1	0.15266304301650147	0.1578765357852265	0.2225491549698318	0.38946102119720566
R_DLPFC_T1	R_IFGorb_T1	0.15266304301650147	0.15266304301650147	0.5	0.5
L_SMA_T1	L_PTL_T1	0.15266304301650147	0.1578765357852265	0.2225491549698318	0.38946102119720566
L_SMA_T1	L_IFGorb_T1	0.15266304301650147	0.1578765357852265	0.2225491549698318	0.38946102119720566
L_SMA_T1	R_IFGorb_T1	0.15266304301650147	0.15266304301650147	0.5	0.5
L_PTL_T1	L_IFGorb_T1	0.1578765357852265	0.1578765357852265	0.5	0.5
L_PTL_T1	R_IFGorb_T1	0.1578765357852265	0.15266304301650147	0.2225491549698318	0.38946102119720566
L_IFGorb_T1	R_IFGorb_T1	0.1578765357852265	0.15266304301650147	0.2225491549698318	0.38946102119720566
