target	predictor_one	predictor_two	average_corr_one	average_corr_two	raw_permutation_p	fdr_corrected_p
T1	L_PTL	L_DLPFC	0.14114758159302832	0.14114758159302832	0.4945054945054945	0.536674069731921
T1	L_PTL	L_IFGorb	0.14114758159302832	0.21472731984595703	0.000999000999000999	0.002610292932873578
T1	L_DLPFC	L_IFGorb	0.14114758159302832	0.21472731984595703	0.000999000999000999	0.002610292932873578
T2	L_PTL	L_DLPFC	0.1615517028238188	0.1615517028238188	0.5024975024975025	0.536674069731921
T2	L_PTL	L_IFGorb	0.1615517028238188	0.21964322473876002	0.000999000999000999	0.002610292932873578
T2	L_DLPFC	L_IFGorb	0.1615517028238188	0.21964322473876002	0.000999000999000999	0.002610292932873578
T3	L_PTL	L_DLPFC	0.1508473255962579	0.1508473255962579	0.5114885114885115	0.536674069731921
T3	L_PTL	L_IFGorb	0.1508473255962579	0.19871426710125664	0.000999000999000999	0.002610292932873578
T3	L_DLPFC	L_IFGorb	0.1508473255962579	0.19871426710125664	0.000999000999000999	0.002610292932873578
