predictors	pearson_correlation	mean_squared_error	r2	
rois + act_t1 + conn_t1 + age + T1	0.10734031786148801	0.059620058364528786	0.006973212711935739	('T1', 0.012733166767045374)	('L_IFGorb', 0.01029134957224861)	('L_PTL_T1', 0.009356053311007572)	('L_DLPFC', 0.008768751391250319)	('L_SMA', 0.007982002539469556)	('rIFG_to_lIFG_T1', 0.005969493570925618)	('lDLPFC_to_lIFG_T1', 0.005705039910046983)	('L_IFGorb_T1', -0.004612966082700636)	('L_SMA_T1', -0.004253937577294689)	('L_PTL', 0.0036077222643861244)	('lDLPFC_to_lPTL_T1', 0.003582886332992762)	('lIFG_to_lPTL_T1', -0.002914309522898273)	('L_DLPFC_T1', -0.002846887983262314)	('lSMA_to_lIFG_T1', 0.002749907221865271)	('rDLPFC_to_lIFG_T1', 0.0024909858806472012)	('R_DLPFC_T1', 0.0018936997452217012)	('lPTL_to_lIFG_T1', 0.0018277750479275775)	('Age', 0.00170664834965147)	('lSMA_to_lPTL_T1', 0.0013193344981052946)	('R_IFGorb_T1', -0.0010667981401715541)	('rDLPFC_to_lPTL_T1', 0.00011004523299541159)	
