predictors	pearson_correlation	mean_squared_error	r2	
rois + act_t1 + conn_t1 + age + T1	0.22573766479037566	0.05778925609471814	0.029820432226760785	('lDLPFC_to_lIFG_T1', 0.019102162509980466)	('T1', -0.015255849172174612)	('L_PTL', -0.013228447547077776)	('lSMA_to_lIFG_T1', -0.010956904804757507)	('L_SMA_T1', -0.009745740715123467)	('L_DLPFC', 0.008494474803658513)	('rIFG_to_lIFG_T1', -0.007700712348551507)	('R_DLPFC_T1', 0.007224814652516248)	('rDLPFC_to_lIFG_T1', -0.007130878487915269)	('L_SMA', -0.006233168362900021)	('Age', 0.006019730388489828)	('L_PTL_T1', -0.006004640792070108)	('lPTL_to_lIFG_T1', -0.0054932023176252655)	('lSMA_to_lPTL_T1', -0.0050013012646630325)	('rDLPFC_to_lPTL_T1', 0.004695188802872235)	('L_IFGorb', -0.00459888022569538)	('lIFG_to_lPTL_T1', -0.0033559593941423346)	('L_IFGorb_T1', -0.0022704216090146615)	('L_DLPFC_T1', -0.0014497549693522687)	('R_IFGorb_T1', -0.0004111232600331262)	('lDLPFC_to_lPTL_T1', -2.9622029072443792e-05)	
