predictors	pearson_correlation	mean_squared_error	r2	
rois + act_t1 + conn_t1 + age + T1	-0.2257615155520638	0.06651804903051305	-0.10791915233581095	('L_PTL_T1', 0.021372663221594826)	('lIFG_to_lPTL_T1', -0.0178712516330277)	('L_IFGorb_T1', 0.0153487430658908)	('lDLPFC_to_lIFG_T1', 0.01486206327601492)	('lDLPFC_to_lPTL_T1', 0.009190864480314484)	('lPTL_to_lIFG_T1', 0.008364030759382163)	('L_IFGorb', 0.007922792935305135)	('rDLPFC_to_lPTL_T1', 0.0077759413943863384)	('L_DLPFC', 0.00587500796568561)	('rIFG_to_lIFG_T1', 0.005534041989210221)	('lSMA_to_lPTL_T1', -0.0054527821965168945)	('Age', 0.004556526297729873)	('rDLPFC_to_lIFG_T1', -0.0036155394283323944)	('R_IFGorb_T1', 0.003098273776581131)	('L_SMA_T1', -0.0017939753698116953)	('lSMA_to_lIFG_T1', -0.0014512973816943168)	('R_DLPFC_T1', -0.001253852559591375)	('T1', 0.0011424569857095847)	('L_DLPFC_T1', 0.0011260223282726837)	('L_SMA', 0.0007127362981179828)	('L_PTL', -0.00048599377139116497)	
