predictors	pearson_correlation	mean_squared_error	r2	
rois + act_t1 + conn_t1 + age + T1	0.008945290349951888	0.061993247963354516	-0.04075716799967011	('Age', -0.01987131032598173)	('lSMA_to_lPTL_T1', -0.014430718589211957)	('L_SMA', -0.012168261351441924)	('rIFG_to_lIFG_T1', -0.009985990979197938)	('lIFG_to_lPTL_T1', 0.009498554705578003)	('R_DLPFC_T1', -0.0070716243119160905)	('L_IFGorb', -0.00653808924245103)	('lPTL_to_lIFG_T1', -0.0060371883870743975)	('L_PTL_T1', -0.005914450528134136)	('R_IFGorb_T1', 0.005217936766452561)	('lDLPFC_to_lPTL_T1', -0.0049797861328588185)	('rDLPFC_to_lIFG_T1', 0.0046248131188104434)	('L_PTL', -0.004231275712985853)	('lSMA_to_lIFG_T1', -0.004186005652395698)	('L_IFGorb_T1', 0.003584810637053686)	('rDLPFC_to_lPTL_T1', 0.0027063533879808995)	('L_DLPFC_T1', 0.0016069877420109068)	('L_DLPFC', 0.001567012601884687)	('T1', 0.0006139719513477117)	('L_SMA_T1', 0.00047877668277232873)	('lDLPFC_to_lIFG_T1', 0.0002999050777850501)	
